,Date,Vader-Neg,Vader-Neu,Vader-Pos,Vader-Compound,Go-Admiration,Go-Amusement,Go-Anger,Go-Annoyance,Go-Approval,Go-Caring,Go-Confusion,Go-Curiosity,Go-Desire,Go-Disappointment,Go-Disapproval,Go-Disgust,Go-Embarrassment,Go-Excitement,Go-Fear,Go-Gratitude,Go-Grief,Go-Joy,Go-Love,Go-Nervousness,Go-Optimism,Go-Pride,Go-Realization,Go-Relief,Go-Remorse,Go-Sadness,Go-Surprise,Go-Neutral
0,2021-12-31 23:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2022-01-01 00:00:00+00:00,0.03816,0.7931599999999999,0.16863999999999998,0.32463200000000003,0.09725011734117288,0.011670915826689452,0.0006712878361577169,0.0010937125131022184,0.05694198027369566,0.07135750607179943,0.0007793023978592828,0.00131884460861329,0.0028280944886500945,0.0006990522594423964,0.0017604947055224328,0.0003542600368382409,0.00018166702066082507,0.021598525397130287,0.0004218149493681267,0.08807047920650803,0.00039268817083211617,0.008911842810630333,0.036066674301255264,0.00020130858931224793,0.09989878623164258,0.012099766494648065,0.002606193119427189,0.0035052031444502063,0.0005297108271042816,0.0006042655219789594,0.0040306382309063336,0.652610402032733
2,2022-01-01 01:00:00+00:00,0.07993548387096773,0.7847096774193549,0.13535483870967743,0.18617741935483872,0.05649638094943047,0.0007237826239067926,0.014332574803472286,0.009919671817765301,0.00547261011031937,0.012660159583667278,0.0006878293896724861,0.018260512345624456,0.037245407412786244,0.001288739142417457,0.0007737325110112227,0.00039552780940392687,0.0002543425002987797,0.04142083783564533,0.0005910122619693979,0.06261694527705502,0.0005032840288608455,0.05114844579117245,0.0033501315981172204,0.0001617781716988482,0.06883654811873942,0.002882124307835775,0.0058998006411016945,0.007002224160861524,0.000619276036882037,0.0005483302429051799,0.0011728376937812314,0.7552217513232702
3,2022-01-01 02:00:00+00:00,0.026263157894736846,0.8242105263157895,0.14957894736842103,0.22810526315789476,0.0917500150267427,0.05233748530851077,0.000626106918820082,0.0013561591944093571,0.003464631137352339,0.05045491707048649,0.00047614388581438874,0.0006650116119999439,0.0023381713682810138,0.0007135380675256448,0.024731006396713814,0.0014163050689507816,0.00018387955290228618,0.03288736710352456,0.00031683094398192083,0.010242429402033418,0.00020083615871906084,0.016974835584589624,0.0006545109717990272,0.00011438206542822484,0.0022916409499502102,0.0010381448766182938,0.000837911393701736,0.0007255627723153387,0.00029385653033386916,0.00031354943884683673,0.00020870238988304903,0.8046283102839401
4,2022-01-01 03:00:00+00:00,0.02542857142857143,0.8002857142857144,0.1742857142857143,0.3119857142857143,0.02577497679019524,0.0018936784170883974,0.0008840351434801484,0.004324143006843293,0.08325896623622005,0.02858898641439044,0.0007430661020667426,0.0008715094681108548,0.04365376017050862,0.014994261246534907,0.03355244877110679,0.0003574377392180308,0.00023204648823593743,0.023046050833987204,0.00046829377797188325,0.10092677402419559,0.00035588410260277756,0.03811632664084235,0.004837696501324119,0.00031146953725034283,0.07371673005330931,0.0022654761740427817,0.025239828852049652,0.0019739887939067557,0.0005223226128561821,0.00040736135928281803,0.0006735558248086212,0.7078037050364184
5,2022-01-01 04:00:00+00:00,0.030441176470588232,0.8177058823529412,0.15185294117647058,0.2883470588235294,0.1251427345416553,0.0007701092624355463,0.0012756227459998198,0.003769063580822309,0.005762589816774433,0.057025426338976316,0.0005533890413490179,0.001728577123311184,0.045944200635216585,0.0008158660908948685,0.003254284896898111,0.0003854489905814476,0.0002357773138261537,0.03914660395907156,0.0005184425364645637,0.11685442895085384,0.000543026065262144,0.045819558368641405,0.0010962064402787399,0.0002560673788941452,0.0270624953071306,0.00778151039583677,0.007164195026716162,0.006145813926516841,0.000758087698426714,0.0007873654550862472,0.0009762648189601297,0.7244969942702857
6,2022-01-01 05:00:00+00:00,0.011122448979591838,0.6150408163265307,0.37381632653061225,0.6367999999999999,0.02234786593952758,0.0007051062884227354,0.0022974425623293166,0.0017319907537039028,0.04934783596830557,0.11773991646400739,0.0005404046963548705,0.0014145221164431044,0.055306788376230764,0.0017972056267186714,0.0015583817213916276,0.0004930958185672797,0.00036992649865522033,0.17859974389804328,0.0009672908820401953,0.31769960959414045,0.0016713443321202007,0.16968711328838848,0.002813147794935206,0.0004458327499118501,0.18799549063883855,0.04328816438052799,0.004426924827774721,0.01958145612817524,0.0014363638027654296,0.0005544276330566594,0.0015061283123273194,0.2297777929960997
7,2022-01-01 06:00:00+00:00,0.0274,0.6552,0.3173,0.5384899999999999,0.030370027909521015,0.0007331474538659677,0.0020930750091793016,0.0012526848586276174,0.00211505058396142,0.1276535050055827,0.0024792665790300816,0.005859801566111855,0.008342012028151657,0.09752563667716459,0.005353722171275876,0.0005012355788494461,0.0006297609659668523,0.0783350521873217,0.0008366293026483618,0.47686514036904554,0.001034957683441462,0.14536024571571032,0.001869842762243934,0.002903738047098159,0.15608486493001691,0.006598268697416643,0.006435691403748933,0.01828904129433795,0.001620473767252406,0.0008860176283633336,0.0019465215053060092,0.3219276404473931
8,2022-01-01 07:00:00+00:00,0.013857142857142858,0.756,0.23,0.41145714285714285,0.14494648123426096,0.0005345135557165902,0.0009173574071610346,0.0012201529254005955,0.0007958619223375406,0.018233273215758215,0.0018665282696019858,0.005928925562849534,0.0007754410949668714,0.0008634105033706874,0.007627660633131329,0.0003997353051090613,0.00024125121854012832,0.04131573470658623,0.0005523761730208727,0.45895127357445226,0.0006087309572779175,0.23146693778107874,0.003021834374521859,0.0001451758757216989,0.0031740628557080136,0.00446560702818845,0.0013640258444606193,0.013906823140652185,0.000736074335041589,0.00032412116498952467,0.0005387035863740104,0.3967728923474039
9,2022-01-01 08:00:00+00:00,0.0,0.699,0.301,0.5666666666666667,0.034918564604595304,0.0006468277036522826,0.0010249100159853697,0.0008817347891939183,0.0018353852210566401,0.04679577428517708,0.0007025445132361104,0.0006848317473971596,0.0012448785613135744,0.000566433125641197,0.004990590658659737,0.00019102581912496439,0.0002772305257773648,0.11322210046152274,0.0005294432436736921,0.45649275825902197,0.0007613928513213372,0.47768723778426647,0.003570812715527912,0.0002477399126898187,0.008064147511807581,0.006755026406608522,0.002584606952344378,0.050107561789142586,0.0005169108286888028,0.00016984649967829077,0.0009782828856259584,0.33940089168027043
